"","SITE","SUBSITE","TRTMT","PLOT","YEAR","SPP","STATUS","TISSUE","X","Y","Hit.Order","Abundance","Height..cm.","X.1","X.2","unique_coords"
"17094","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",1,6,NA,1,9.8,"","","16"
"17100","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",2,6,NA,1,6.1,"","","26"
"17105","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",3,6,NA,1,8.8,"","","36"
"17148","QHI","HE","CTL",4,2015,"Salix pulchra","STANDINGDEAD","LEAF",1,7,NA,1,9,"","","17"
"17155","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",3,7,NA,1,8.9,"","","37"
"17163","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",6,7,NA,2,8.3,"","","67"
"17172","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",8,7,NA,2,9.1,"","","87"
"17178","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",9,7,NA,1,2.3,"","","97"
"17182","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",10,7,NA,1,0.6,"","","107"
"17186","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",1,8,NA,1,9.5,"","","18"
"17190","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",2,8,NA,1,4.5,"","","28"
"17193","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",3,8,NA,1,6,"","","38"
"17230","QHI","HE","CTL",4,2015,"Salix pulchra","STANDINGDEAD","STEM",3,9,NA,1,7.5,"","","39"
"17234","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",4,9,NA,1,7.6,"","","49"
"17268","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",1,10,NA,1,15,"","","110"
"17278","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",3,10,NA,1,12.8,"","","310"
"17280","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",4,10,NA,1,12.7,"","","410"
"17282","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","STEM",5,10,NA,2,8.5,"","","510"
"17307","QHI","HE","CTL",4,2015,"Salix pulchra","LIVE","LEAF",10,10,NA,2,9.4,"","","1010"
"17309","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",1,1,NA,2,9,"","","11"
"17322","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",4,1,NA,1,10.4,"","","41"
"17331","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",6,1,NA,1,5.5,"","","61"
"17343","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",10,1,NA,1,9.3,"","","101"
"17348","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",1,2,NA,1,9.4,"","","12"
"17352","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",2,2,NA,1,7.9,"","","22"
"17379","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",9,2,NA,3,12.8,"","","92"
"17389","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",1,3,NA,2,7.5,"","","13"
"17398","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",3,3,NA,2,9.1,"","","33"
"17426","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",1,4,NA,1,17.1,"","","14"
"17430","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",2,4,NA,3,22.6,"","","24"
"17438","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",3,4,NA,2,12.6,"","","34"
"17460","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",9,4,NA,1,8.6,"","","94"
"17468","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",10,4,NA,1,4,"","","104"
"17489","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",6,5,NA,1,6.2,"","","65"
"17492","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",7,5,NA,1,5.8,"","","75"
"17495","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",8,5,NA,2,8.5,"","","85"
"17500","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",9,5,NA,1,9.3,"","","95"
"17502","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",10,5,NA,3,13.1,"","","105"
"17519","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",5,6,NA,3,7.9,"","","56"
"17533","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",9,6,NA,2,4.6,"","","96"
"17554","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",5,7,NA,1,10.3,"","","57"
"17571","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",9,7,NA,1,7.2,"","","97"
"17576","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",10,7,NA,2,8.6,"","","107"
"17612","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",10,8,NA,1,11.3,"","","108"
"17663","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",1,10,NA,2,8.9,"","","110"
"17668","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","STEM",2,10,NA,1,9.6,"","","210"
"17674","QHI","HE","CTL",5,2015,"Salix pulchra","LIVE","LEAF",4,10,NA,1,3.2,"","","410"
"17699","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",1,1,NA,1,11.7,"","","11"
"17716","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",4,1,NA,3,15.5,"","","41"
"17723","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",6,1,NA,2,10,"","","61"
"17730","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",7,1,NA,1,6.7,"","","71"
"17743","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",1,2,NA,1,12,"","","12"
"17748","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",2,2,NA,1,12.7,"","","22"
"17767","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",6,2,NA,1,21.9,"","","62"
"17779","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",9,2,NA,1,17.5,"","","92"
"17784","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",10,2,NA,1,9,"","","102"
"17792","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",2,3,NA,2,15.8,"","","23"
"17816","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",9,3,NA,2,13.3,"","","93"
"17836","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",5,4,NA,1,16,"","","54"
"17888","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","STEM",8,5,NA,1,10.8,"","","85"
"17904","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",1,6,NA,1,6.2,"","","16"
"17906","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",2,6,NA,1,7.5,"","","26"
"17919","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",4,6,NA,1,10.9,"","","46"
"17923","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",5,6,NA,1,8.3,"","","56"
"17932","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",7,6,NA,3,14.8,"","","76"
"17953","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",1,7,NA,1,14.2,"","","17"
"17961","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",3,7,NA,1,6.2,"","","37"
"17969","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","STEM",4,7,NA,1,4.1,"","","47"
"17978","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",6,7,NA,2,20.2,"","","67"
"17984","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",7,7,NA,2,15.6,"","","77"
"17994","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",9,7,NA,1,14.3,"","","97"
"17998","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",10,7,NA,2,15.1,"","","107"
"18006","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",1,8,NA,2,12,"","","18"
"18013","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","STEM",3,8,NA,1,11.9,"","","38"
"18019","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",4,8,NA,1,14.3,"","","48"
"18021","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",5,8,NA,2,19.3,"","","58"
"18027","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",6,8,NA,1,10,"","","68"
"18039","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",8,8,NA,1,9.2,"","","88"
"18042","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",9,8,NA,1,14.7,"","","98"
"18062","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",3,9,NA,1,21.9,"","","39"
"18077","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",8,9,NA,1,13.9,"","","89"
"18083","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","STEM",9,9,NA,2,8.5,"","","99"
"18114","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","LEAF",6,10,NA,1,14.4,"","","610"
"18118","QHI","HE","CTL",6,2015,"Salix pulchra","LIVE","STEM",8,10,NA,1,15.1,"","","810"
"19855","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",2,2,NA,3,6.5,"","","22"
"19859","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",3,2,NA,1,6.4,"","","32"
"19869","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",7,2,NA,2,15.3,"","","72"
"19872","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",8,2,NA,2,21.2,"","","82"
"19877","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",9,2,NA,3,14.3,"","","92"
"19895","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",3,1,NA,1,5.4,"","","31"
"19911","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",7,1,NA,1,12,"","","71"
"19916","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",8,1,NA,3,21.2,"","","81"
"19931","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",2,3,NA,3,10.4,"","","23"
"19946","QHI","HE","CTL",1,2013,"SALPUL","STANDINGDEAD","STEM",7,3,NA,1,10.8,"","","73"
"19974","QHI","HE","CTL",1,2013,"SALPUL","LIVE","FLOWER",6,4,NA,1,7.9,"","","64"
"20006","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",7,5,NA,1,12.2,"","","75"
"20027","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",3,6,NA,2,10.3,"","","36"
"20049","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",7,6,NA,1,8.9,"","","76"
"20053","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",8,6,NA,1,13.9,"","","86"
"20071","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",4,8,NA,1,9.1,"","","48"
"20097","QHI","HE","CTL",1,2013,"SALPUL","LIVE","LEAF",2,7,NA,2,7.3,"","","27"
"20194","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",1,1,NA,2,10.3,"","","11"
"20223","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",9,1,NA,2,4.6,"","","91"
"20263","QHI","HE","CTL",2,2013,"SALPUL","LIVE","STEM",1,3,NA,1,2.5,"","","13"
"20299","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",1,4,NA,1,11.1,"","","14"
"20330","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",1,5,NA,1,2.8,"","","15"
"20332","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",2,5,NA,1,4.2,"","","25"
"20355","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",9,5,NA,1,9.3,"","","95"
"20376","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",5,6,NA,2,3.8,"","","56"
"20399","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",4,7,NA,2,7.1,"","","47"
"20402","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",5,7,NA,1,8.5,"","","57"
"20403","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",6,7,NA,1,6.8,"","","67"
"20415","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",9,7,NA,1,6.3,"","","97"
"20423","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",2,8,NA,1,5.1,"","","28"
"20426","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",3,8,NA,1,6.4,"","","38"
"20442","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",8,8,NA,1,8.1,"","","88"
"20452","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",10,8,NA,1,14,"","","108"
"20466","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",4,9,NA,1,19.7,"","","49"
"20470","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",5,9,NA,2,9.9,"","","59"
"20474","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",6,9,NA,1,10.3,"","","69"
"20478","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",7,9,NA,1,7.7,"","","79"
"20480","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",8,9,NA,1,15.3,"","","89"
"20487","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",10,9,NA,2,16.5,"","","109"
"20496","QHI","HE","CTL",2,2013,"SALPUL","LIVE","STEM",3,10,NA,1,12,"","","310"
"20499","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",4,10,NA,1,5.7,"","","410"
"20502","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",5,10,NA,1,10.7,"","","510"
"20516","QHI","HE","CTL",2,2013,"SALPUL","LIVE","LEAF",10,10,NA,1,18.6,"","","1010"
"20538","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",6,1,NA,1,9.4,"","","61"
"20554","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",1,2,NA,2,15.6,"","","12"
"20559","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",2,2,NA,2,17.1,"","","22"
"20565","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",3,2,NA,2,12.7,"","","32"
"20648","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",7,4,NA,1,17.7,"","","74"
"20654","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",8,4,NA,3,19,"","","84"
"20661","QHI","HE","CTL",3,2013,"SALPUL","LIVE","STEM",9,4,NA,1,3.8,"","","94"
"20663","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",10,4,NA,1,15.1,"","","104"
"20687","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",6,5,NA,1,22.8,"","","65"
"20844","QHI","HE","CTL",3,2013,"SALPUL","LIVE","LEAF",7,9,NA,1,9.3,"","","79"
"20935","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",8,1,NA,1,7,"","","81"
"20951","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",2,2,NA,1,7.1,"","","22"
"20964","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,2,NA,1,2.4,"","","52"
"21032","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",1,4,NA,1,6,"","","14"
"21037","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",2,4,NA,1,10.5,"","","24"
"21039","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",3,4,NA,1,8.4,"","","34"
"21047","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,4,NA,2,7.6,"","","54"
"21059","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,4,NA,1,8.2,"","","94"
"21083","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,5,NA,1,9.6,"","","55"
"21085","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,5,NA,1,10.3,"","","65"
"21089","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,5,NA,2,4.2,"","","75"
"21118","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,6,NA,1,8.4,"","","56"
"21123","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,6,NA,1,5.4,"","","66"
"21159","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,7,NA,1,7.5,"","","77"
"21163","QHI","HE","CTL",4,2013,"SALPUL","STANDINGDEAD","STEM",8,7,NA,1,8.9,"","","87"
"21170","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,7,NA,1,14.6,"","","107"
"21175","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",1,8,NA,1,5.6,"","","18"
"21195","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,8,NA,2,3.9,"","","98"
"21198","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,8,NA,1,12.2,"","","108"
"21218","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,9,NA,2,12.8,"","","69"
"21224","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",8,9,NA,2,4.2,"","","89"
"21228","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,9,NA,1,10.5,"","","99"
"21234","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,9,NA,1,10.5,"","","109"
"21241","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",2,10,NA,1,7.2,"","","210"
"21257","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,10,NA,1,13.5,"","","610"
"21259","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,10,NA,2,13.2,"","","710"
"21267","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",8,10,NA,3,15.8,"","","810"
"21277","QHI","HE","CTL",5,2013,"SALPUL","LIVE","STEM",1,1,NA,1,5.4,"","","11"
"21284","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",3,1,NA,3,11.9,"","","31"
"21298","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",6,1,NA,2,6.8,"","","61"
"21300","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",7,1,NA,1,16.1,"","","71"
"21304","QHI","HE","CTL",5,2013,"SALPUL","LIVE","STEM",8,1,NA,1,7.4,"","","81"
"21339","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",8,2,NA,1,9.7,"","","82"
"21366","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",5,3,NA,1,3.5,"","","53"
"21412","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",10,4,NA,4,10.9,"","","104"
"21436","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",7,5,NA,2,2.8,"","","75"
"21443","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",8,5,NA,1,2.1,"","","85"
"21471","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",7,6,NA,1,6,"","","76"
"21476","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",8,6,NA,2,3.7,"","","86"
"21489","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",2,7,NA,1,5.3,"","","27"
"21503","QHI","HE","CTL",5,2013,"SALPUL","LIVE","STEM",5,7,NA,1,10.4,"","","57"
"21517","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",9,7,NA,1,7.1,"","","97"
"21539","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",4,8,NA,2,19.2,"","","48"
"21554","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",9,8,NA,1,9.2,"","","98"
"21562","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",1,9,NA,3,8.3,"","","19"
"21566","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",2,9,NA,1,12.4,"","","29"
"21593","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",1,10,NA,4,15.3,"","","110"
"21600","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",2,10,NA,2,11.1,"","","210"
"21603","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",3,10,NA,3,10.3,"","","310"
"21609","QHI","HE","CTL",5,2013,"SALPUL","LIVE","LEAF",4,10,NA,3,13.7,"","","410"
"21630","QHI","HE","CTL",6,2013,"SALPUL","LIVE","STEM",1,1,NA,1,18.8,"","","11"
"21649","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,2,NA,1,9.1,"","","52"
"21673","QHI","HE","CTL",6,2013,"SALPUL","LIVE","STEM",1,3,NA,1,7,"","","13"
"21689","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,1,NA,2,8.4,"","","51"
"21693","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",6,1,NA,2,12.3,"","","61"
"21723","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",4,3,NA,1,9.8,"","","43"
"21727","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,3,NA,2,7.8,"","","53"
"21754","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",1,4,NA,1,8.1,"","","14"
"21767","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,4,NA,1,6,"","","54"
"21780","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",9,4,NA,2,5.6,"","","94"
"21798","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,5,NA,1,5.9,"","","55"
"21804","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",6,5,NA,1,3.9,"","","65"
"21819","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",10,5,NA,1,6.5,"","","105"
"21837","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",5,6,NA,2,15.2,"","","56"
"21844","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",7,6,NA,1,1.4,"","","76"
"21859","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",1,7,NA,2,10.2,"","","17"
"21863","QHI","HE","CTL",6,2013,"SALPUL","LIVE","STEM",2,7,NA,1,2.4,"","","27"
"21872","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",4,7,NA,5,19.4,"","","47"
"21893","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",10,7,NA,1,9.1,"","","107"
"21903","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",2,8,NA,1,3.3,"","","28"
"21907","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",3,8,NA,1,3.6,"","","38"
"21913","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",4,8,NA,3,17.7,"","","48"
"21936","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",1,9,NA,1,9.7,"","","19"
"21970","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",1,10,NA,1,13.4,"","","110"
"21977","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",2,10,NA,2,11.1,"","","210"
"21981","QHI","HE","CTL",6,2013,"SALPUL","LIVE","LEAF",3,10,NA,3,9.8,"","","310"
"23952","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",2,1,NA,3,23.1,"","","21"
"23960","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",3,1,NA,2,21.5,"","","31"
"23974","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",7,1,NA,1,10.6,"","","71"
"23980","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Stem",8,1,NA,1,7.8,"","","81"
"24000","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",2,2,NA,1,14.7,"","","22"
"24004","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",3,2,NA,1,13.5,"","","32"
"24012","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",5,2,NA,1,20.5,"","","52"
"24019","QHI","HE","CTL",1,2016,"Salix pulchra","Live","Leaf",7,2,NA,1,12.7,"","","72"
