"","X.2","X.1","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","max_canopy_height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"211",1116,1116,1116,"JA","KP16Sa5",2016,"Salix arctica","Kluane","2018-08-18",8,18,2018,1.9,NA,NA,NA,11.87,16.86,15.81,1.64,2.22,2.01,"KP16SA5",NA,2,1.95666666666667,14.8466666666667,NA,"Southern"
"212",3101,3101,3101,"SAB","KP16Sa6",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,11,9.5,7,22,30,28,8,6,NA,"KP16SA6",574.75,6,NA,26.6666666666667,10.25,"Southern"
"213",1756,1756,1756,"SL","KP16Sp11",2016,"Salix pulchra","Kluane","2019-08-23",8,23,2019,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11",NA,3,NA,NA,NA,"Southern"
"214",2430,2688,2688,"SL","KP16Sp22",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,21.8,32.6,29.8,5,28,31,33,81,52,88,"KP16SP22",21178.264,4,73.6666666666667,30.6666666666667,31.2,"Southern"
"215",1766,1766,1766,"SL","KP16Sp23",2016,"Salix pulchra","Kluane","2019-08-23",8,23,2019,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP23",NA,3,NA,NA,NA,"Southern"
"216",2432,2690,2690,"SL","KP16Sp24",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,26.1,37.2,17,14,42,31,33,46,56,45,"KP16SP24",16505.64,4,49,35.3333333333333,27.1,"Southern"
"217",2832,2165,2165,"AB","KP16Sp33",2016,"Salix pulchra","Kluane","2021-08-11",8,11,2021,42.2,58.4,38,34,36,37,28,22,9,5,"KP16SP33",93650.24,5,12,33.6666666666667,48.2,"Southern"
"218",584,584,584,"AB","KP16Sp34",2016,"Salix pulchra","Kluane","2017-08-14",8,14,2017,17,NA,NA,NA,46,60,61,150,27,26,"KP16SP34",NA,1,67.6666666666667,55.6666666666667,NA,"Southern"
"219",3047,3047,3047,"JG","KP16Sp39",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,4.5,9.5,8,9,32,21,22,22,10,19,"KP16SP39",342,6,17,25,8.75,"Southern"
"220",2448,2706,2706,"IMS","KP16Sp41",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,11.3,7.6,8.2,8,28,30,30,18,17,14,"KP16SP41",704.216,4,16.3333333333333,29.3333333333333,7.9,"Southern"
"221",594,594,594,"CF","KP16Sp43",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,24.5,NA,NA,NA,26,26,32,32,13,10,"KP16SP43",NA,1,18.3333333333333,28,NA,"Southern"
"222",596,596,596,"CF","KP16Sp45",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,25.5,NA,NA,NA,5,5,5,26,6,14,"KP16SP45",NA,1,15.3333333333333,5,NA,"Southern"
"223",597,597,597,"CF","KP16Sp46",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,27.5,NA,NA,NA,27,30,28,12,11,11,"KP16SP46",NA,1,11.3333333333333,28.3333333333333,NA,"Southern"
"224",603,603,603,"CF","KP16Sp51",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,32,NA,NA,NA,32,34,31,65,29,17,"KP16SP51",NA,1,37,32.3333333333333,NA,"Southern"
"225",604,604,604,"CF","KP16Sp52",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,24.5,NA,NA,NA,27,35,21,29,33,21,"KP16SP52",NA,1,27.6666666666667,27.6666666666667,NA,"Southern"
"226",2461,2719,2719,"CF","KP16Sp55",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,26.9,88,10.2,8,26,24,24,15,14,15,"KP16SP55",24145.44,4,14.6666666666667,24.6666666666667,49.1,"Southern"
"227",608,608,608,"JG","KP16Sp56",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,31,NA,NA,NA,25,24,19,15,13,10,"KP16SP56",NA,1,12.6666666666667,22.6666666666667,NA,"Southern"
"228",609,609,609,"JG","KP16Sp57",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,18.5,NA,NA,NA,50,46,45,49,NA,NA,"KP16SP57",NA,1,NA,47,NA,"Southern"
"229",2465,2723,2723,"JG","KP16Sp59",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,18.9,44.3,28.2,15,32,35,45,30,45,42,"KP16SP59",23611.014,4,39,37.3333333333333,36.25,"Southern"
"230",1165,1165,1165,"JG","KP16Sp60",2016,"Salix pulchra","Kluane","2018-08-18",8,18,2018,25.4,NA,NA,NA,38.27,47.47,50.42,9.34,7.3,6,"KP16SP60",NA,2,7.54666666666667,45.3866666666667,NA,"Southern"
"231",1166,1166,1166,"LB","KP16Sr1",2016,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,7,NA,NA,NA,26.96,26.32,27.78,7.46,15.37,17.16,"KP16SR1",NA,2,13.33,27.02,NA,"Southern"
"232",627,627,627,"EW","KP16Sr19",2016,"Salix richardsonii","Kluane","2017-08-14",8,14,2017,1.6,NA,NA,NA,5,4,10,15,NA,NA,"KP16SR19",NA,1,NA,6.33333333333333,NA,"Southern"
"233",2844,2177,2177,"IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,31.2,11.7,12.1,17,25,26,27,17,21,32,"KP16SR26",4416.984,5,23.3333333333333,26,11.9,"Southern"
"234",2845,2178,2178,"IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,35.6,28.8,17.5,24,43,42,46,52,44,34,"KP16SR27",17942.4,5,43.3333333333333,43.6666666666667,23.15,"Southern"
"235",2973,2973,2973,"GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,44,36,31,48,29,46,250,220,210,"KP16SR36",63360,6,226.666666666667,41,40,"Southern"
"236",2974,2974,2974,"GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,83,67,68,35,34,37,41,175,560,180,"KP16SR37",378148,6,305,37.3333333333333,67.5,"Southern"
"237",2945,2945,2945,"LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,29,31,34,12,33,30,37,110,90,120,"KP16SR41",30566,6,106.666666666667,33.3333333333333,32.5,"Southern"
"238",2975,2975,2975,"GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,38,36,30,14,40,32,46,95,170,130,"KP16SR51",41040,6,131.666666666667,39.3333333333333,33,"Southern"
"239",2976,2976,2976,"GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,45,56,51.5,25,42,40,31,100,105,65,"KP16SR52",129780,6,90,37.6666666666667,53.75,"Southern"
"240",2977,2977,2977,"GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,17,40,32,18,36,26,33,120,45,90,"KP16SR53",21760,6,85,31.6666666666667,36,"Southern"
"241",3165,3165,3165,"EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,6,213.333333333333,47.3333333333333,66.5,"Southern"
"242",3164,3164,3164,"EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,6,183.333333333333,41.6666666666667,58.5,"Southern"
"243",3163,3163,3163,"EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,6,93.3333333333333,41.6666666666667,38.5,"Southern"
"244",1848,1848,1848,"JB","KP17Sa10",2017,"Salix arctica","Kluane","2019-08-23",8,23,2019,3.4,NA,NA,NA,19.32,20.37,21.71,3.3,2,3,"KP17SA10",NA,2,2.76666666666667,20.4666666666667,NA,"Southern"
"245",2855,2188,2188,"JA","KP17Sa2",2017,"Salix arctica","Kluane","2021-08-11",8,11,2021,4.8,13.5,9.5,7,29,37,32,7,5,4,"KP17SA2",615.6,4,5.33333333333333,32.6666666666667,11.5,"Southern"
"246",3033,3033,3033,"JA","KP17Sa4",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,2.5,7,10,8,24,17,17,4,7,11,"KP17SA4",175,5,7.33333333333333,19.3333333333333,8.5,"Southern"
"247",3105,3105,3105,"SAB","KP17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,19,19.5,10,42,33,33,9,17,24,"KP17SA6",2037.75,5,16.6666666666667,36,19.25,"Southern"
"248",1217,1217,1217,"JB","KP17Sa8",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,2.4,NA,NA,NA,24.25,19.45,18.87,3.86,5.56,4.29,"KP17SA8",NA,1,4.57,20.8566666666667,NA,"Southern"
"249",3157,3157,3157,"JB","KP17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5,23,20,7,36,42,39,12,8,10,"KP17SA9",2300,5,10,39,21.5,"Southern"
"250",1219,1219,1219,"IMS","KP17Sp1",2017,"Salix pulchra","Kluane","2018-08-18",8,18,2018,23.2,NA,NA,NA,41.38,38.75,35.66,4.61,2.26,3.33,"KP17SP1",NA,1,3.4,38.5966666666667,NA,"Southern"
"251",2526,2784,2784,"AB","KP17Sp12",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,32.2,36.4,23,14.91,39.74,46.61,39.25,45,143,152,"KP17SP12",26957.84,3,113.333333333333,41.8666666666667,29.7,"Southern"
"252",1224,1224,1224,"AB","KP17Sp14",2017,"Salix pulchra","Kluane","2018-08-18",8,18,2018,14,NA,NA,NA,33.62,33.73,32.15,43.12,40.32,46.89,"KP17SP14",NA,1,43.4433333333333,33.1666666666667,NA,"Southern"
"253",2861,2194,2194,"IMS","KP17Sp2",2017,"Salix pulchra","Kluane","2021-08-09",8,9,2021,21.5,20.5,14.5,12,25,25,32,10,8,7,"KP17SP2",6390.875,4,8.33333333333333,27.3333333333333,17.5,"Southern"
"254",2969,2969,2969,"SL","KP17Sp5",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,35.5,61,32,14,34,34,37,170,110,70,"KP17SP5",69296,5,116.666666666667,35,46.5,"Southern"
"255",2863,2196,2196,"AB","KP17Sp9",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,14.8,22.8,11.8,9,29,28,21,11,20,14,"KP17SP9",3981.792,4,15,26,17.3,"Southern"
"256",2952,2952,2952,"LB","KP17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,27,36,42,23,45,46,41,90,50,85,"KP17SR1",40824,5,75,44,39,"Southern"
"257",2953,2953,2953,"LB","KP17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,34.5,25,34,16,20,17,17,40,25,49,"KP17SR2",29325,5,38,18,29.5,"Southern"
"258",2866,2199,2199,"LB","KP17Sr3",2017,"Salix richardsonii","Kluane","2021-08-09",8,9,2021,38,40,29,11,43,42,41,70,30,45,"KP17SR3",44080,4,48.3333333333333,42,34.5,"Southern"
"259",2867,2200,2200,"LB","KP17Sr4",2017,"Salix richardsonii","Kluane","2021-08-09",8,9,2021,27,39,19,16,32,35,33,27,36,32,"KP17SR4",20007,4,31.6666666666667,33.3333333333333,29,"Southern"
"260",1878,1878,1878,"JA","KP18Sa1",2018,"Salix arctica","Kluane","2019-08-23",8,23,2019,0.6,NA,NA,NA,6.44,9.51,8.37,NA,NA,NA,"KP18SA1",NA,1,NA,8.10666666666667,NA,"Southern"
"261",3175,3175,3175,"EW","KP18Sa10",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,4.5,17,9,7,38,25,46,13,5,4,"KP18SA10",688.5,4,7.33333333333333,36.3333333333333,13,"Southern"
"262",3044,3044,3044,"JA","KP18Sa2",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,13,8.5,8,30,20,22,11,12,10,"KP18SA2",386.75,4,11,24,10.75,"Southern"
"263",1881,1881,1881,"JA","KP18Sa3",2018,"Salix arctica","Kluane","2019-08-23",8,23,2019,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA3",NA,1,NA,NA,NA,"Southern"
"264",2870,2203,2203,"JA","KP18Sa4",2018,"Salix arctica","Kluane","2021-08-11",8,11,2021,3.8,11.5,6.8,6,48,38,31,6,3,4,"KP18SA4",297.16,3,4.33333333333333,39,9.15,"Southern"
"265",2872,2205,2205,"EW","KP18Sa8",2018,"Salix arctica","Kluane","2021-08-11",8,11,2021,7,22.1,10.4,5,21,20,23,16,17,18,"KP18SA8",1608.88,3,17,21.3333333333333,16.25,"Southern"
"266",3173,3173,3173,"EW","KP18Sa9",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,8.5,5,5,25,38,20,4,2,3,"KP18SA9",148.75,4,3,27.6666666666667,6.75,"Southern"
"267",3057,3057,3057,"JG","KP18Sp1",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,27,49,42,17,48,41,21,102,83,50,"KP18SP1",55566,4,78.3333333333333,36.6666666666667,45.5,"Southern"
"268",3056,3056,3056,"JG","KP18Sp2",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,68,66,61,22,41,44,43,375,420,460,"KP18SP2",273768,4,418.333333333333,42.6666666666667,63.5,"Southern"
"269",1890,1890,1890,"JG","KP18Sp3",2018,"Salix pulchra","Kluane","2019-08-23",8,23,2019,32.8,NA,NA,NA,69.74,50.01,56.93,181,NA,NA,"KP18SP3",NA,1,NA,58.8933333333333,NA,"Southern"
"270",3054,3054,3054,"JG","KP18Sp4",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,26,45,31,12,50,41,38,130,150,200,"KP18SP4",36270,4,160,43,38,"Southern"
"271",2880,2213,2213,"CF","KPSr5",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,54,89,49,36,42,44,48,54,42,66,"KPSR5",235494,8,54,44.6666666666667,69,"Southern"
"272",2881,2214,2214,"JA","PC16CESa2",2016,"Salix arctica","Kluane","2021-08-11",8,11,2021,9.1,26.5,22,10,49,66,59,21,10,12,"PC16CESA2",5305.3,5,14.3333333333333,58,24.25,"Southern"
"273",3119,3119,3119,"AB","PC16CESp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,32,71,64,20,48,44,51,260,110,340,"PC16CESP7",145408,6,236.666666666667,47.6666666666667,67.5,"Southern"
"274",713,713,713,"SL","PC16CWSp1",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,13.5,NA,NA,NA,44,38,42,1,28,30,"PC16CWSP1",NA,1,19.6666666666667,41.3333333333333,NA,"Southern"
"275",719,719,719,"SL","PC16CWSp6",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,10.6,NA,NA,NA,32,32,18,17,6,6,"PC16CWSP6",NA,1,9.66666666666667,27.3333333333333,NA,"Southern"
"276",2966,2966,2966,"SL","PC16CWSp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,60,38,34,15,54,51,45,390,245,150,"PC16CWSP7",77520,6,261.666666666667,50,36,"Southern"
"277",2965,2965,2965,"SL","PC16CWSp9",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,12,39,25,15,24,20,23,23,25,43,"PC16CWSP9",11700,6,30.3333333333333,22.3333333333333,32,"Southern"
"278",746,746,746,"SL","PC16PVSp8",2016,"Salix pulchra","Kluane","2017-08-13",8,13,2017,6.4,NA,NA,NA,13,12,9,16,35,NA,"PC16PVSP8",NA,1,NA,11.3333333333333,NA,"Southern"
"279",3035,3035,3035,"JA","PC17Sa1",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,7.5,27,26,12,49,50,35,40,33,26,"PC17SA1",5265,5,33,44.6666666666667,26.5,"Southern"
"280",1285,1285,1285,"JB","PC17Sa5",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,0.8,NA,NA,NA,13.05,NA,NA,2.02,NA,NA,"PC17SA5",NA,1,NA,NA,NA,"Southern"
"281",3036,3036,3036,"JA","PC17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,4,10.5,13.5,6,27,25,28,10,3,6,"PC17SA6",567,5,6.33333333333333,26.6666666666667,12,"Southern"
"282",2887,2220,2220,"JA","PC17Sa7",2017,"Salix arctica","Kluane","2021-08-11",8,11,2021,6.6,20,16.5,9,33,39,40,15,13,9,"PC17SA7",2178,4,12.3333333333333,37.3333333333333,18.25,"Southern"
"283",1288,1288,1288,"JA","PC17Sa8",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,1.7,NA,NA,NA,5.91,3.92,3.06,1.49,0.88,0.7,"PC17SA8",NA,1,1.02333333333333,4.29666666666667,NA,"Southern"
"284",3038,3038,3038,"JA","PC17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,14,10,9,24,36,44,10,7,12,"PC17SA9",490,5,9.66666666666667,34.6666666666667,12,"Southern"
"285",1290,1290,1290,"SL","PC17Sp1",2017,"Salix pulchra","Kluane","2018-08-18",8,18,2018,27.5,NA,NA,NA,34.66,30.89,29.85,5.71,3.83,3.48,"PC17SP1",NA,1,4.34,31.8,NA,"Southern"
"286",2890,2223,2223,"JG","PC17Sp10",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,8.5,16.6,7.5,8,31,32,36,13,21,17,"PC17SP10",1058.25,4,17,33,12.05,"Southern"
"287",2613,2871,2871,"SL","PC17Sp3",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,12.4,29.4,18.2,12,26,30,30,60,82,61,"PC17SP3",6634.992,3,67.6666666666667,28.6666666666667,23.8,"Southern"
"288",2614,2872,2872,"SL","PC17Sp4",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,34.7,57.1,58.8,15,50,46,52,111,232,169,"PC17SP4",116504.556,3,170.666666666667,49.3333333333333,57.95,"Southern"
"289",1948,1948,1948,"CF","PC17Sp5",2017,"Salix pulchra","Kluane","2019-08-23",8,23,2019,16.5,NA,NA,NA,30.11,23.49,22.43,7.92,12.56,23.6,"PC17SP5",NA,2,14.6933333333333,25.3433333333333,NA,"Southern"
"290",1296,1296,1296,"CF","PC17Sp6",2017,"Salix pulchra","Kluane","2018-08-18",8,18,2018,17.3,NA,NA,NA,51.7,43.34,42.78,28.71,33.68,34.89,"PC17SP6",NA,1,32.4266666666667,45.94,NA,"Southern"
"291",2617,2875,2875,"JG","PC17Sp7",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,26.4,17.1,10.5,8,32,28,30,33,24,23,"PC17SP7",4740.12,3,26.6666666666667,30,13.8,"Southern"
"292",3050,3050,3050,"JG","PC17Sp8",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,15.5,51,41,13,29,37,35,320,100,110,"PC17SP8",32410.5,5,176.666666666667,33.6666666666667,46,"Southern"
"293",2897,2230,2230,"JG","PC17Sp9",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,16,17.5,16.5,12,28,27,31,11,14,19,"PC17SP9",4620,4,14.6666666666667,28.6666666666667,17,"Southern"
"294",2960,2960,2960,"LB","PC17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,30.5,40,12,28,50,33,330,110,180,"PC17SR1",48800,5,206.666666666667,37,35.25,"Southern"
"295",3001,3001,3001,"SW","PC17Sr10",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,36,39,17,18,40,37,36,85,52,27,"PC17SR10",23868,5,54.6666666666667,37.6666666666667,28,"Southern"
"296",1302,1302,1302,"IR","PC17Sr11",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,3.2,NA,NA,NA,19.17,NA,NA,19.88,NA,NA,"PC17SR11",NA,1,NA,NA,NA,"Southern"
"297",2900,2233,2233,"IR","PC17Sr12",2017,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,10.2,9.9,5.5,9,29,31,28,25,23,NA,"PC17SR12",555.39,4,NA,29.3333333333333,7.7,"Southern"
"298",3093,3093,3093,"IR","PC17Sr13",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,5,14.6666666666667,25.3333333333333,17.5,"Southern"
"299",1959,1959,1959,"AC","PC17Sr15",2017,"Salix richardsonii","Kluane","2019-08-23",8,23,2019,13.7,NA,NA,NA,34.21,38.03,34.89,53.47,25.47,29.15,"PC17SR15",NA,2,36.03,35.71,NA,"Southern"
"300",2961,2961,2961,"LB","PC17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,35,24,22,15,39,31,38,60,35,30,"PC17SR2",18480,5,41.6666666666667,36,23,"Southern"
"301",2986,2986,2986,"GD","PC17Sr4",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,74,63,45,15,46,44,41,410,250,145,"PC17SR4",209790,5,268.333333333333,43.6666666666667,54,"Southern"
"302",2985,2985,2985,"GD","PC17Sr5",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,121,62,72,40,52,38,50,395,465,310,"PC17SR5",540144,5,390,46.6666666666667,67,"Southern"
"303",2984,2984,2984,"GD","PC17Sr6",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,41,63,49,16,42,40,40,290,260,195,"PC17SR6",126567,5,248.333333333333,40.6666666666667,56,"Southern"
"304",1314,1314,1314,"SW","PC17Sr9",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,23.5,NA,NA,NA,44.37,49.42,35.73,31.92,31.48,34.3,"PC17SR9",NA,1,32.5666666666667,43.1733333333333,NA,"Southern"
"305",3030,3030,3030,"JA","PP16MSa1",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,4,5,5,19,13,18,4,NA,NA,"PP16MSA1",70,6,NA,16.6666666666667,4.5,"Southern"
"306",762,762,762,"JA","PP16MSa5",2016,"Salix arctica","Kluane","2017-08-13",8,13,2017,4.2,NA,NA,NA,23,15,18,8,6,NA,"PP16MSA5",NA,1,NA,18.6666666666667,NA,"Southern"
"307",770,770,770,"MG","PP16TSp7",2016,"Salix pulchra","Kluane","2017-08-14",8,14,2017,23,NA,NA,NA,35,30,23,26,16,26,"PP16TSP7",NA,1,22.6666666666667,29.3333333333333,NA,"Southern"
"308",1980,1980,1980,"AB","PP17Sp11",2017,"Salix pulchra","Kluane","2019-08-23",8,23,2019,11,NA,NA,NA,NA,NA,NA,1,NA,NA,"PP17SP11",NA,2,NA,NA,NA,"Southern"
"309",1328,1328,1328,"AB","PP17Sp12",2017,"Salix pulchra","Kluane","2018-08-18",8,18,2018,19,NA,NA,NA,30.1,25.93,25.17,37.87,24.13,20.35,"PP17SP12",NA,1,27.45,27.0666666666667,NA,"Southern"
"310",2649,2907,2907,"AB","PP17Sp13",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,16.5,22,16.6,12.22,31.8,30.38,36.11,24.11,24.25,17.55,"PP17SP13",6025.8,3,21.97,32.7633333333333,19.3,"Southern"
"311",3133,3133,3133,"AB","PP17Sp15",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,29,57,58,23,74,64,31,320,250,370,"PP17SP15",95874,5,313.333333333333,56.3333333333333,57.5,"Southern"
"312",3166,3166,3166,"EW","PP17Sr16",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,5,126.666666666667,40.6666666666667,46.5,"Southern"
"313",1334,1334,1334,"EW","PP17Sr18",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,1.2,NA,NA,NA,NA,NA,NA,5.26,NA,NA,"PP17SR18",NA,1,NA,NA,NA,"Southern"
"314",3170,3170,3170,"EW","PP17Sr19",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,5,106.666666666667,40.6666666666667,34.5,"Southern"
"315",3169,3169,3169,"EW","PP17Sr20",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,5,125,40,60,"Southern"
